League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
Gamma Ethniki - Group 3,https://media.api-sports.io/football/leagues/578.png,https://media.api-sports.io/flags/gr.svg,Proodos Rogon,https://media.api-sports.io/football/teams/26580.png,Aris Filiates,https://media.api-sports.io/football/teams/24872.png,2,3
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Pangytheatikos,https://media.api-sports.io/football/teams/12413.png,Panthouriakos,https://media.api-sports.io/football/teams/20059.png,0,5
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Korinthos,https://media.api-sports.io/football/teams/6307.png,Ermis Meligous,https://media.api-sports.io/football/teams/15262.png,1,1
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Zakynthos,https://media.api-sports.io/football/teams/6326.png,Pelopas Kiatou,https://media.api-sports.io/football/teams/26586.png,3,0
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Pyrgos 1968,https://media.api-sports.io/football/teams/26587.png,Thyella Patras,https://media.api-sports.io/football/teams/12415.png,2,0
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Panegialios,https://media.api-sports.io/football/teams/2097.png,Miltiadis Pyrgos,https://media.api-sports.io/football/teams/24876.png,1,1
Gamma Ethniki - Group 4,https://media.api-sports.io/football/leagues/579.png,https://media.api-sports.io/flags/gr.svg,Panachaiki FC,https://media.api-sports.io/football/teams/2106.png,Loutraki,https://media.api-sports.io/football/teams/24874.png,1,0
Gamma Ethniki - Group 5,https://media.api-sports.io/football/leagues/580.png,https://media.api-sports.io/flags/gr.svg,Diagoras,https://media.api-sports.io/football/teams/7510.png,Kentavros,https://media.api-sports.io/football/teams/26590.png,0,0
Gamma Ethniki - Group 5,https://media.api-sports.io/football/leagues/580.png,https://media.api-sports.io/flags/gr.svg,Amarynthiakos,https://media.api-sports.io/football/teams/24873.png,Aris Petroupolis,https://media.api-sports.io/football/teams/20676.png,0,1
Gamma Ethniki - Group 5,https://media.api-sports.io/football/leagues/580.png,https://media.api-sports.io/flags/gr.svg,Nea Ionia,https://media.api-sports.io/football/teams/24879.png,Nea Artaki,https://media.api-sports.io/football/teams/6312.png,1,4
Gamma Ethniki - Group 5,https://media.api-sports.io/football/leagues/580.png,https://media.api-sports.io/flags/gr.svg,Vyrona,https://media.api-sports.io/football/teams/26591.png,Afantou,https://media.api-sports.io/football/teams/20043.png,4,1
Gamma Ethniki - Group 5,https://media.api-sports.io/football/leagues/580.png,https://media.api-sports.io/flags/gr.svg,Apollon Kalyt.,https://media.api-sports.io/football/teams/26588.png,Asteras Kaisarianis,https://media.api-sports.io/football/teams/22271.png,2,1
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,Atsalenios,https://media.api-sports.io/football/teams/6299.png,Ethnikos Piraeus,https://media.api-sports.io/football/teams/5042.png,0,0
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,Ilisiakos,https://media.api-sports.io/football/teams/6304.png,Graniths Agias Marinas,https://media.api-sports.io/football/teams/22275.png,3,0
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,Aias Salamina,https://media.api-sports.io/football/teams/15228.png,Thyella Diastavroseos,https://media.api-sports.io/football/teams/5064.png,2,1
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,Chaidari,https://media.api-sports.io/football/teams/22247.png,Giouchtas,https://media.api-sports.io/football/teams/12418.png,3,1
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,Asteras Varis,https://media.api-sports.io/football/teams/15229.png,Ionikos,https://media.api-sports.io/football/teams/7513.png,3,1
Gamma Ethniki - Group 6,https://media.api-sports.io/football/leagues/581.png,https://media.api-sports.io/flags/gr.svg,AE Mykonos,https://media.api-sports.io/football/teams/18057.png,Saronikos Anavyssou,https://media.api-sports.io/football/teams/24860.png,1,2
Gamma Ethniki - Group 3,https://media.api-sports.io/football/leagues/578.png,https://media.api-sports.io/flags/gr.svg,A. Schimatari,https://media.api-sports.io/football/teams/26585.png,Asteras Stavros,https://media.api-sports.io/football/teams/20048.png,2,1
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Apollon Krya Vrysi,https://media.api-sports.io/football/teams/24853.png,Orestis Orestiadas,https://media.api-sports.io/football/teams/22240.png,4,1
3. liga - CFL B,https://media.api-sports.io/football/leagues/685.png,https://media.api-sports.io/flags/cz.svg,Kolín,https://media.api-sports.io/football/teams/7309.png,Slovan Velvary,https://media.api-sports.io/football/teams/7348.png,0,2
3. liga - CFL A,https://media.api-sports.io/football/leagues/348.png,https://media.api-sports.io/flags/cz.svg,Příbram II,https://media.api-sports.io/football/teams/8617.png,Petřín Plzeň,https://media.api-sports.io/football/teams/7330.png,2,0
Challenge League,https://media.api-sports.io/football/leagues/208.png,https://media.api-sports.io/flags/ch.svg,FC Vaduz,https://media.api-sports.io/football/teams/660.png,Stade Nyonnais,https://media.api-sports.io/football/teams/6646.png,1,0
Challenge League,https://media.api-sports.io/football/leagues/208.png,https://media.api-sports.io/flags/ch.svg,Neuchatel Xamax FC,https://media.api-sports.io/football/teams/1015.png,FC WIL 1900,https://media.api-sports.io/football/teams/2179.png,0,0
Super League,https://media.api-sports.io/football/leagues/207.png,https://media.api-sports.io/flags/ch.svg,Lausanne,https://media.api-sports.io/football/teams/1014.png,FC Basel 1893,https://media.api-sports.io/football/teams/551.png,1,2
Third League - Southeast,https://media.api-sports.io/football/leagues/177.png,https://media.api-sports.io/flags/bg.svg,Lokomotiv Plovdiv II,https://media.api-sports.io/football/teams/17307.png,Rozova dolina,https://media.api-sports.io/football/teams/8537.png,1,1
First League,https://media.api-sports.io/football/leagues/355.png,https://media.api-sports.io/flags/me.svg,Jezero,https://media.api-sports.io/football/teams/3748.png,Sutjeska,https://media.api-sports.io/football/teams/673.png,1,1
Ligue A,https://media.api-sports.io/football/leagues/566.png,https://media.api-sports.io/flags/bi.svg,Vital'O,https://media.api-sports.io/football/teams/12186.png,Garage Express,https://media.api-sports.io/football/teams/26333.png,8,1
Ligue A,https://media.api-sports.io/football/leagues/566.png,https://media.api-sports.io/flags/bi.svg,Bumamuru,https://media.api-sports.io/football/teams/12177.png,Flambeau du Centre,https://media.api-sports.io/football/teams/12179.png,0,0
Ligue A,https://media.api-sports.io/football/leagues/566.png,https://media.api-sports.io/flags/bi.svg,Le Messager Ngozi,https://media.api-sports.io/football/teams/8104.png,Green Farmers FC,https://media.api-sports.io/football/teams/26334.png,4,0
Ligue A,https://media.api-sports.io/football/leagues/566.png,https://media.api-sports.io/flags/bi.svg,Olympic Star,https://media.api-sports.io/football/teams/8092.png,Rukinzo,https://media.api-sports.io/football/teams/8070.png,0,0
Paulista - A2,https://media.api-sports.io/football/leagues/476.png,https://media.api-sports.io/flags/br.svg,Juventus,https://media.api-sports.io/football/teams/10019.png,XV de Piracicaba,https://media.api-sports.io/football/teams/7870.png,3,0
Paulista - A2,https://media.api-sports.io/football/leagues/476.png,https://media.api-sports.io/flags/br.svg,Linense,https://media.api-sports.io/football/teams/7846.png,Santo André,https://media.api-sports.io/football/teams/10003.png,1,1
Paulista - A2,https://media.api-sports.io/football/leagues/476.png,https://media.api-sports.io/flags/br.svg,Monte Azul,https://media.api-sports.io/football/teams/10021.png,Água Santa,https://media.api-sports.io/football/teams/10018.png,0,1
Paulista - A2,https://media.api-sports.io/football/leagues/476.png,https://media.api-sports.io/flags/br.svg,Oeste,https://media.api-sports.io/football/teams/143.png,Ituano,https://media.api-sports.io/football/teams/7779.png,2,0
Paulista - A3,https://media.api-sports.io/football/leagues/605.png,https://media.api-sports.io/flags/br.svg,Itapirense,https://media.api-sports.io/football/teams/20714.png,União São João,https://media.api-sports.io/football/teams/22852.png,1,1
Paulista - A3,https://media.api-sports.io/football/leagues/605.png,https://media.api-sports.io/flags/br.svg,Portuguesa Santista,https://media.api-sports.io/football/teams/10023.png,Catanduva,https://media.api-sports.io/football/teams/22851.png,3,1
Paulista - A3,https://media.api-sports.io/football/leagues/605.png,https://media.api-sports.io/flags/br.svg,Rio Claro,https://media.api-sports.io/football/teams/10024.png,EC São Bernardo,https://media.api-sports.io/football/teams/10033.png,1,0
National Soccer League,https://media.api-sports.io/football/leagues/405.png,https://media.api-sports.io/flags/rw.svg,Muhanga,https://media.api-sports.io/football/teams/5319.png,Police,https://media.api-sports.io/football/teams/5322.png,1,1
National Soccer League,https://media.api-sports.io/football/leagues/405.png,https://media.api-sports.io/flags/rw.svg,AS Kigali,https://media.api-sports.io/football/teams/5310.png,Etincelles,https://media.api-sports.io/football/teams/5314.png,0,0
National Soccer League,https://media.api-sports.io/football/leagues/405.png,https://media.api-sports.io/flags/rw.svg,Bugesera,https://media.api-sports.io/football/teams/5312.png,Amagaju,https://media.api-sports.io/football/teams/5311.png,0,0
Friendlies Clubs,https://media.api-sports.io/football/leagues/667.png,,Ham-Kam,https://media.api-sports.io/football/teams/2159.png,Lyn,https://media.api-sports.io/football/teams/7006.png,4,0
Premier League,https://media.api-sports.io/football/leagues/847.png,https://media.api-sports.io/flags/sz.svg,Malanti Chiefs,https://media.api-sports.io/football/teams/16816.png,Ezulwini United,https://media.api-sports.io/football/teams/22544.png,1,0
Premier League,https://media.api-sports.io/football/leagues/847.png,https://media.api-sports.io/flags/sz.svg,Moneni Pirates,https://media.api-sports.io/football/teams/16821.png,Sisonkhe,https://media.api-sports.io/football/teams/25019.png,2,1
First League,https://media.api-sports.io/football/leagues/236.png,https://media.api-sports.io/flags/ru.svg,Chayka,https://media.api-sports.io/football/teams/3983.png,Ska-khabarovsk,https://media.api-sports.io/football/teams/1087.png,1,3
Super League 2,https://media.api-sports.io/football/leagues/494.png,https://media.api-sports.io/flags/gr.svg,Ellas Syros,https://media.api-sports.io/football/teams/22244.png,Ilioupoli,https://media.api-sports.io/football/teams/15235.png,1,1
Super League 2,https://media.api-sports.io/football/leagues/494.png,https://media.api-sports.io/flags/gr.svg,Kissamikos,https://media.api-sports.io/football/teams/2096.png,Egaleo,https://media.api-sports.io/football/teams/7511.png,0,0
Super League 2,https://media.api-sports.io/football/leagues/494.png,https://media.api-sports.io/flags/gr.svg,Panargiakos,https://media.api-sports.io/football/teams/6315.png,Kallithea,https://media.api-sports.io/football/teams/2095.png,0,1
Super League 2,https://media.api-sports.io/football/leagues/494.png,https://media.api-sports.io/flags/gr.svg,Kalamata,https://media.api-sports.io/football/teams/5046.png,Marko,https://media.api-sports.io/football/teams/12403.png,2,0
Super League 2,https://media.api-sports.io/football/leagues/494.png,https://media.api-sports.io/flags/gr.svg,Olympiakos Piraeus II,https://media.api-sports.io/football/teams/18017.png,Panionios,https://media.api-sports.io/football/teams/622.png,2,1
U19 Bundesliga,https://media.api-sports.io/football/leagues/488.png,https://media.api-sports.io/flags/de.svg,FSV Frankfurt U19,https://media.api-sports.io/football/teams/13952.png,Viktoria Köln U19,https://media.api-sports.io/football/teams/10276.png,0,0
U19 Bundesliga,https://media.api-sports.io/football/leagues/488.png,https://media.api-sports.io/flags/de.svg,Jahn Regensburg U19,https://media.api-sports.io/football/teams/24541.png,Rot-Weiß Walldorf U19,https://media.api-sports.io/football/teams/25494.png,2,3
3. Division,https://media.api-sports.io/football/leagues/320.png,https://media.api-sports.io/flags/cy.svg,Ethnikos Assias,https://media.api-sports.io/football/teams/3427.png,ASPIS,https://media.api-sports.io/football/teams/20028.png,3,0
Challenge League,https://media.api-sports.io/football/leagues/392.png,https://media.api-sports.io/flags/mt.svg,Fgura United,https://media.api-sports.io/football/teams/4602.png,St. Andrews,https://media.api-sports.io/football/teams/4610.png,2,0
Challenge League,https://media.api-sports.io/football/leagues/392.png,https://media.api-sports.io/flags/mt.svg,Swieqi United,https://media.api-sports.io/football/teams/4612.png,Sirens,https://media.api-sports.io/football/teams/4619.png,2,0
I-League,https://media.api-sports.io/football/leagues/324.png,https://media.api-sports.io/flags/in.svg,Shillong Lajong,https://media.api-sports.io/football/teams/3470.png,Rajasthan United,https://media.api-sports.io/football/teams/18009.png,1,1
FKF Premier League,https://media.api-sports.io/football/leagues/276.png,https://media.api-sports.io/flags/ke.svg,AFC Leopards,https://media.api-sports.io/football/teams/2472.png,Shabana,https://media.api-sports.io/football/teams/19489.png,5,1
Eredivisie,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,FC Volendam,https://media.api-sports.io/football/teams/416.png,Groningen,https://media.api-sports.io/football/teams/202.png,3,2
Eredivisie,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,Twente,https://media.api-sports.io/football/teams/415.png,Feyenoord,https://media.api-sports.io/football/teams/209.png,2,0
Premier League,https://media.api-sports.io/football/leagues/333.png,https://media.api-sports.io/flags/ua.svg,Obolon'-Brovar,https://media.api-sports.io/football/teams/3630.png,Ruh Lviv,https://media.api-sports.io/football/teams/3632.png,1,0
